veeva_event_id,hcp_id,interaction_id,campaign_id,drug_id,interaction_type,interaction_timestamp,interaction_duration_minutes,interaction_status,interaction_purpose,discussion_topic,follow_up_required,follow_up_date,rep_id,territory,channel,source_system
VEEEVT00008247,HCP1178,INT0008247,CAMP0017,DRUG006,Phone Call,2026-03-15 07:24:46,6,Completed,Clinical Evidence,Safety,True,2026-03-24 07:24:46,REP016,West,Representative,Veeva_CRM
VEEEVT00009316,HCP1331,INT0009316,CAMP0020,DRUG007,In-Person Visit,2026-03-15 07:30:51,28,No Show,Treatment Update,Clinical Evidence,False,,REP012,North,Representative,Veeva_CRM
VEEEVT00001143,HCP0168,INT0001143,CAMP0013,DRUG005,In-Person Visit,2026-03-15 07:47:56,58,Completed,Treatment Update,Treatment Guidelines,False,,REP025,North,Representative,Veeva_CRM
VEEEVT00001034,HCP0150,INT0001034,CAMP0001,DRUG001,Virtual Meeting,2026-03-15 07:53:29,41,No Show,New Product Introduction,Clinical Evidence,False,,REP001,East,Representative,Veeva_CRM
VEEEVT00005284,HCP0756,INT0005284,CAMP0002,DRUG001,In-Person Visit,2026-03-15 07:55:23,50,Completed,Clinical Evidence,Efficacy,False,,REP025,East,Representative,Veeva_CRM
VEEEVT00013469,HCP1915,INT0013469,CAMP0024,DRUG008,In-Person Visit,2026-03-15 08:14:30,38,No Show,Disease Education,Treatment Guidelines,False,,REP025,South,Representative,Veeva_CRM
VEEEVT00006608,HCP0943,INT0006608,CAMP0009,DRUG003,Virtual Meeting,2026-03-15 08:20:27,28,Completed,Clinical Evidence,Product Information,True,2026-03-23 08:20:27,REP019,East,Representative,Veeva_CRM
VEEEVT00007755,HCP1105,INT0007755,CAMP0004,DRUG002,Virtual Meeting,2026-03-15 08:21:31,22,Completed,Disease Education,Safety,True,2026-03-25 08:21:31,REP023,East,Representative,Veeva_CRM
VEEEVT00002403,HCP0347,INT0002403,CAMP0010,DRUG004,In-Person Visit,2026-03-15 08:31:26,38,Completed,Clinical Evidence,Clinical Evidence,False,,REP024,South,Representative,Veeva_CRM
VEEEVT00000694,HCP0104,INT0000694,CAMP0005,DRUG002,In-Person Visit,2026-03-15 08:37:28,27,Completed,Treatment Update,Patient Population,True,2026-03-27 08:37:28,REP010,West,Representative,Veeva_CRM
VEEEVT00002756,HCP0395,INT0002756,CAMP0022,DRUG008,Phone Call,2026-03-15 09:21:55,13,Completed,Product Discussion,Clinical Evidence,False,,REP019,South,Representative,Veeva_CRM
VEEEVT00007229,HCP1032,INT0007229,CAMP0010,DRUG004,In-Person Visit,2026-03-15 10:03:08,56,Completed,Treatment Update,Safety,False,,REP023,East,Representative,Veeva_CRM
VEEEVT00010182,HCP1452,INT0010182,CAMP0012,DRUG004,In-Person Visit,2026-03-15 10:25:46,28,Completed,Disease Education,Treatment Guidelines,True,2026-03-19 10:25:46,REP002,East,Representative,Veeva_CRM
VEEEVT00012784,HCP1820,INT0012784,CAMP0013,DRUG005,In-Person Visit,2026-03-15 10:30:37,60,Completed,Disease Education,Product Information,False,,REP013,North,Representative,Veeva_CRM
VEEEVT00006818,HCP0971,INT0006818,CAMP0018,DRUG006,In-Person Visit,2026-03-15 10:39:28,26,Completed,Disease Education,Safety,False,,REP009,South,Representative,Veeva_CRM
VEEEVT00013706,HCP1948,INT0013706,CAMP0012,DRUG004,Phone Call,2026-03-15 10:46:01,12,Completed,Treatment Update,Safety,False,,REP023,East,Representative,Veeva_CRM
VEEEVT00014049,HCP1996,INT0014049,CAMP0016,DRUG006,In-Person Visit,2026-03-15 11:18:30,38,Cancelled,Follow-up Discussion,Dosage,False,,REP007,East,Representative,Veeva_CRM
VEEEVT00004503,HCP0643,INT0004503,CAMP0018,DRUG006,In-Person Visit,2026-03-15 12:22:24,34,Completed,Follow-up Discussion,Efficacy,False,,REP027,East,Representative,Veeva_CRM
VEEEVT00004781,HCP0684,INT0004781,CAMP0023,DRUG008,In-Person Visit,2026-03-15 12:33:50,49,Cancelled,New Product Introduction,Clinical Evidence,False,,REP027,North,Representative,Veeva_CRM
VEEEVT00012113,HCP1724,INT0012113,CAMP0011,DRUG004,In-Person Visit,2026-03-15 13:08:51,58,Completed,Follow-up Discussion,Product Information,False,,REP017,South,Representative,Veeva_CRM
VEEEVT00002870,HCP0412,INT0002870,CAMP0013,DRUG005,In-Person Visit,2026-03-15 13:30:29,43,Completed,Clinical Evidence,Clinical Evidence,False,,REP010,North,Representative,Veeva_CRM
VEEEVT00009301,HCP1328,INT0009301,CAMP0006,DRUG002,In-Person Visit,2026-03-15 13:36:59,37,Completed,Disease Education,Efficacy,True,2026-03-21 13:36:59,REP004,South,Representative,Veeva_CRM
VEEEVT00009765,HCP1392,INT0009765,CAMP0013,DRUG005,Phone Call,2026-03-15 13:49:49,19,Completed,Clinical Evidence,Patient Population,False,,REP008,East,Representative,Veeva_CRM
VEEEVT00006502,HCP0928,INT0006502,CAMP0015,DRUG005,In-Person Visit,2026-03-15 14:14:54,51,Completed,Product Discussion,Patient Population,False,,REP008,East,Representative,Veeva_CRM
VEEEVT00002843,HCP0408,INT0002843,CAMP0012,DRUG004,Virtual Meeting,2026-03-15 15:28:18,22,Completed,Product Discussion,Product Information,False,,REP004,South,Representative,Veeva_CRM
VEEEVT00011480,HCP1634,INT0011480,CAMP0004,DRUG002,In-Person Visit,2026-03-15 16:03:02,55,No Show,Clinical Evidence,Product Information,False,,REP001,South,Representative,Veeva_CRM
VEEEVT00009990,HCP1426,INT0009990,CAMP0022,DRUG008,Phone Call,2026-03-15 16:25:55,20,Completed,Product Discussion,Dosage,False,,REP020,North,Representative,Veeva_CRM
VEEEVT00013853,HCP1968,INT0013853,CAMP0002,DRUG001,In-Person Visit,2026-03-15 16:38:58,51,Completed,New Product Introduction,Efficacy,True,2026-03-20 16:38:58,REP006,East,Representative,Veeva_CRM
VEEEVT00004067,HCP0583,INT0004067,CAMP0024,DRUG008,Phone Call,2026-03-15 16:40:00,9,Completed,Treatment Update,Clinical Evidence,True,2026-03-17 16:40:00,REP020,West,Representative,Veeva_CRM
VEEEVT00011116,HCP1583,INT0011116,CAMP0013,DRUG005,In-Person Visit,2026-03-15 18:16:45,33,Completed,New Product Introduction,Treatment Guidelines,True,2026-03-23 18:16:45,REP025,East,Representative,Veeva_CRM
VEEEVT00007632,HCP1089,INT0007632,CAMP0014,DRUG005,Phone Call,2026-03-15 18:37:29,10,Cancelled,Treatment Update,Dosage,False,,REP009,South,Representative,Veeva_CRM
VEEEVT00011212,HCP1597,INT0011212,CAMP0024,DRUG008,In-Person Visit,2026-03-15 18:46:58,38,Completed,Treatment Update,Dosage,False,,REP018,West,Representative,Veeva_CRM
VEEEVT00000970,HCP0142,INT0000970,CAMP0010,DRUG004,In-Person Visit,2026-03-15 18:50:10,29,Completed,Disease Education,Efficacy,False,,REP008,West,Representative,Veeva_CRM
VEEEVT00012735,HCP1814,INT0012735,CAMP0018,DRUG006,In-Person Visit,2026-03-15 19:25:46,30,Completed,Follow-up Discussion,Product Information,True,2026-03-18 19:25:46,REP024,South,Representative,Veeva_CRM
VEEEVT00002939,HCP0421,INT0002939,CAMP0012,DRUG004,In-Person Visit,2026-03-15 21:31:57,42,Completed,Follow-up Discussion,Efficacy,True,2026-03-29 21:31:57,REP010,North,Representative,Veeva_CRM
VEEEVT00000356,HCP0053,INT0000356,CAMP0001,DRUG001,Phone Call,2026-03-15 21:38:51,9,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP015,West,Representative,Veeva_CRM
VEEEVT00012804,HCP1823,INT0012804,CAMP0007,DRUG003,In-Person Visit,2026-03-15 21:49:14,60,Completed,Disease Education,Safety,False,,REP030,East,Representative,Veeva_CRM
VEEEVT00007399,HCP1057,INT0007399,CAMP0007,DRUG003,Phone Call,2026-03-15 22:16:12,17,Cancelled,Clinical Evidence,Safety,False,,REP004,South,Representative,Veeva_CRM
VEEEVT00008376,HCP1197,INT0008376,CAMP0007,DRUG003,In-Person Visit,2026-03-15 22:20:09,44,Cancelled,Product Discussion,Clinical Evidence,False,,REP027,East,Representative,Veeva_CRM
VEEEVT00005189,HCP0742,INT0005189,CAMP0017,DRUG006,Phone Call,2026-03-15 22:25:31,5,Completed,New Product Introduction,Efficacy,True,2026-03-23 22:25:31,REP004,West,Representative,Veeva_CRM
VEEEVT00009738,HCP1389,INT0009738,CAMP0022,DRUG008,In-Person Visit,2026-03-15 22:33:26,48,Completed,Clinical Evidence,Patient Population,False,,REP013,East,Representative,Veeva_CRM
VEEEVT00012876,HCP1831,INT0012876,CAMP0023,DRUG008,Phone Call,2026-03-15 22:40:50,18,Cancelled,Treatment Update,Product Information,False,,REP024,East,Representative,Veeva_CRM
VEEEVT00004221,HCP0604,INT0004221,CAMP0015,DRUG005,In-Person Visit,2026-03-15 22:49:41,50,Completed,Treatment Update,Dosage,True,2026-03-17 22:49:41,REP023,North,Representative,Veeva_CRM
VEEEVT00000885,HCP0131,INT0000885,CAMP0005,DRUG002,Virtual Meeting,2026-03-15 23:13:16,23,Completed,Clinical Evidence,Treatment Guidelines,True,2026-03-24 23:13:16,REP023,West,Representative,Veeva_CRM
VEEEVT00007274,HCP1039,INT0007274,CAMP0009,DRUG003,Phone Call,2026-03-15 23:25:49,18,Completed,Disease Education,Efficacy,True,2026-03-25 23:25:49,REP017,South,Representative,Veeva_CRM
VEEEVT00002239,HCP0326,INT0002239,CAMP0015,DRUG005,Phone Call,2026-03-15 23:55:27,5,Completed,New Product Introduction,Dosage,True,2026-03-27 23:55:27,REP011,West,Representative,Veeva_CRM
VEEEVT00011277,HCP1605,INT0011277,CAMP0024,DRUG008,Virtual Meeting,2026-03-16 00:00:35,32,Completed,Follow-up Discussion,Dosage,False,,REP001,South,Representative,Veeva_CRM
VEEEVT00009719,HCP1386,INT0009719,CAMP0005,DRUG002,In-Person Visit,2026-03-16 00:20:11,52,Completed,Disease Education,Treatment Guidelines,True,2026-03-22 00:20:11,REP009,East,Representative,Veeva_CRM
VEEEVT00009092,HCP1296,INT0009092,CAMP0012,DRUG004,Virtual Meeting,2026-03-16 00:32:32,19,Completed,Clinical Evidence,Treatment Guidelines,False,,REP017,North,Representative,Veeva_CRM
VEEEVT00010169,HCP1451,INT0010169,CAMP0007,DRUG003,In-Person Visit,2026-03-16 01:30:36,25,Completed,Disease Education,Safety,False,,REP025,West,Representative,Veeva_CRM
VEEEVT00003326,HCP0481,INT0003326,CAMP0023,DRUG008,Virtual Meeting,2026-03-16 01:59:55,44,Completed,Follow-up Discussion,Product Information,False,,REP008,West,Representative,Veeva_CRM
VEEEVT00010865,HCP1550,INT0010865,CAMP0018,DRUG006,In-Person Visit,2026-03-16 03:14:06,33,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP002,South,Representative,Veeva_CRM
VEEEVT00002988,HCP0430,INT0002988,CAMP0013,DRUG005,In-Person Visit,2026-03-16 03:52:49,35,Completed,Disease Education,Safety,False,,REP023,South,Representative,Veeva_CRM
VEEEVT00007287,HCP1040,INT0007287,CAMP0003,DRUG001,Phone Call,2026-03-16 03:58:18,9,Cancelled,Clinical Evidence,Clinical Evidence,False,,REP016,South,Representative,Veeva_CRM
VEEEVT00005333,HCP0763,INT0005333,CAMP0007,DRUG003,Virtual Meeting,2026-03-16 04:06:50,30,Completed,Clinical Evidence,Product Information,True,2026-03-23 04:06:50,REP009,North,Representative,Veeva_CRM
VEEEVT00010060,HCP1435,INT0010060,CAMP0015,DRUG005,In-Person Visit,2026-03-16 04:07:20,38,Completed,Treatment Update,Patient Population,True,2026-03-20 04:07:20,REP011,North,Representative,Veeva_CRM
VEEEVT00007551,HCP1078,INT0007551,CAMP0004,DRUG002,In-Person Visit,2026-03-16 04:58:00,52,Completed,Clinical Evidence,Patient Population,False,,REP003,North,Representative,Veeva_CRM
VEEEVT00005984,HCP0856,INT0005984,CAMP0016,DRUG006,In-Person Visit,2026-03-16 05:57:45,42,Completed,Product Discussion,Efficacy,True,2026-03-27 05:57:45,REP013,East,Representative,Veeva_CRM
VEEEVT00010408,HCP1486,INT0010408,CAMP0005,DRUG002,Phone Call,2026-03-16 06:22:42,16,Cancelled,Treatment Update,Efficacy,False,,REP021,South,Representative,Veeva_CRM
VEEEVT00000237,HCP0033,INT0000237,CAMP0018,DRUG006,Virtual Meeting,2026-03-16 06:46:10,31,Completed,New Product Introduction,Safety,False,,REP022,South,Representative,Veeva_CRM
VEEEVT00006059,HCP0865,INT0006059,CAMP0016,DRUG006,In-Person Visit,2026-03-16 06:48:50,38,Completed,Treatment Update,Patient Population,True,2026-03-26 06:48:50,REP004,West,Representative,Veeva_CRM
VEEEVT00002524,HCP0362,INT0002524,CAMP0003,DRUG001,In-Person Visit,2026-03-16 06:53:23,43,Completed,Clinical Evidence,Treatment Guidelines,False,,REP015,South,Representative,Veeva_CRM
VEEEVT00008168,HCP1165,INT0008168,CAMP0020,DRUG007,Phone Call,2026-03-16 07:05:28,16,Completed,New Product Introduction,Safety,False,,REP027,North,Representative,Veeva_CRM
VEEEVT00004736,HCP0676,INT0004736,CAMP0011,DRUG004,Virtual Meeting,2026-03-16 07:10:14,41,Completed,Treatment Update,Efficacy,True,2026-03-23 07:10:14,REP027,West,Representative,Veeva_CRM
VEEEVT00003280,HCP0474,INT0003280,CAMP0003,DRUG001,Phone Call,2026-03-16 07:15:15,8,Completed,Product Discussion,Product Information,False,,REP003,West,Representative,Veeva_CRM
VEEEVT00011799,HCP1678,INT0011799,CAMP0024,DRUG008,In-Person Visit,2026-03-16 08:49:51,53,Completed,Clinical Evidence,Efficacy,False,,REP007,South,Representative,Veeva_CRM
VEEEVT00004693,HCP0669,INT0004693,CAMP0018,DRUG006,Virtual Meeting,2026-03-16 09:13:38,29,Completed,Disease Education,Efficacy,False,,REP023,South,Representative,Veeva_CRM
VEEEVT00013825,HCP1965,INT0013825,CAMP0019,DRUG007,In-Person Visit,2026-03-16 09:14:59,55,Completed,Treatment Update,Treatment Guidelines,False,,REP025,West,Representative,Veeva_CRM
VEEEVT00011422,HCP1627,INT0011422,CAMP0014,DRUG005,In-Person Visit,2026-03-16 09:17:38,34,Cancelled,Clinical Evidence,Safety,False,,REP003,North,Representative,Veeva_CRM
VEEEVT00010610,HCP1518,INT0010610,CAMP0015,DRUG005,In-Person Visit,2026-03-16 09:19:59,56,No Show,Treatment Update,Efficacy,False,,REP013,West,Representative,Veeva_CRM
VEEEVT00004698,HCP0670,INT0004698,CAMP0001,DRUG001,In-Person Visit,2026-03-16 10:13:00,60,Completed,Clinical Evidence,Treatment Guidelines,True,2026-03-27 10:13:00,REP014,West,Representative,Veeva_CRM
VEEEVT00003712,HCP0536,INT0003712,CAMP0015,DRUG005,In-Person Visit,2026-03-16 11:00:45,46,Completed,Clinical Evidence,Safety,False,,REP023,South,Representative,Veeva_CRM
VEEEVT00002242,HCP0327,INT0002242,CAMP0001,DRUG001,In-Person Visit,2026-03-16 11:16:52,38,Completed,New Product Introduction,Treatment Guidelines,True,2026-03-29 11:16:52,REP005,West,Representative,Veeva_CRM
VEEEVT00006453,HCP0921,INT0006453,CAMP0014,DRUG005,Phone Call,2026-03-16 11:42:50,16,Completed,Product Discussion,Dosage,False,,REP014,North,Representative,Veeva_CRM
VEEEVT00009635,HCP1376,INT0009635,CAMP0013,DRUG005,In-Person Visit,2026-03-16 11:53:28,32,Completed,Clinical Evidence,Product Information,False,,REP006,East,Representative,Veeva_CRM
VEEEVT00011991,HCP1704,INT0011991,CAMP0002,DRUG001,Virtual Meeting,2026-03-16 12:31:57,43,No Show,Clinical Evidence,Product Information,False,,REP016,West,Representative,Veeva_CRM
VEEEVT00004752,HCP0680,INT0004752,CAMP0006,DRUG002,Phone Call,2026-03-16 12:35:27,18,Completed,Clinical Evidence,Treatment Guidelines,False,,REP010,West,Representative,Veeva_CRM
VEEEVT00010624,HCP1519,INT0010624,CAMP0003,DRUG001,In-Person Visit,2026-03-16 12:39:30,60,Completed,Product Discussion,Clinical Evidence,True,2026-03-19 12:39:30,REP010,South,Representative,Veeva_CRM
VEEEVT00000130,HCP0020,INT0000130,CAMP0009,DRUG003,In-Person Visit,2026-03-16 13:21:16,28,Completed,Follow-up Discussion,Efficacy,False,,REP014,North,Representative,Veeva_CRM
VEEEVT00011227,HCP1599,INT0011227,CAMP0021,DRUG007,In-Person Visit,2026-03-16 13:31:38,37,Completed,Disease Education,Safety,True,2026-03-22 13:31:38,REP003,North,Representative,Veeva_CRM
VEEEVT00000057,HCP0011,INT0000057,CAMP0018,DRUG006,In-Person Visit,2026-03-16 13:34:11,33,Completed,Product Discussion,Patient Population,True,2026-03-22 13:34:11,REP016,East,Representative,Veeva_CRM
VEEEVT00011127,HCP1584,INT0011127,CAMP0015,DRUG005,Phone Call,2026-03-16 14:46:50,19,Cancelled,Product Discussion,Product Information,False,,REP018,North,Representative,Veeva_CRM
VEEEVT00003393,HCP0490,INT0003393,CAMP0019,DRUG007,In-Person Visit,2026-03-16 15:42:20,26,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP016,South,Representative,Veeva_CRM
VEEEVT00012710,HCP1810,INT0012710,CAMP0011,DRUG004,Virtual Meeting,2026-03-16 16:26:05,33,Completed,New Product Introduction,Dosage,False,,REP030,North,Representative,Veeva_CRM
VEEEVT00002623,HCP0375,INT0002623,CAMP0001,DRUG001,Phone Call,2026-03-16 16:58:21,20,Completed,Disease Education,Dosage,False,,REP002,East,Representative,Veeva_CRM
VEEEVT00011101,HCP1581,INT0011101,CAMP0014,DRUG005,Phone Call,2026-03-16 17:20:35,14,Cancelled,Clinical Evidence,Clinical Evidence,False,,REP004,East,Representative,Veeva_CRM
VEEEVT00013703,HCP1948,INT0013703,CAMP0023,DRUG008,Virtual Meeting,2026-03-16 18:26:01,40,Completed,Clinical Evidence,Clinical Evidence,True,2026-03-18 18:26:01,REP009,East,Representative,Veeva_CRM
VEEEVT00010183,HCP1453,INT0010183,CAMP0003,DRUG001,Virtual Meeting,2026-03-16 18:47:26,31,Completed,New Product Introduction,Patient Population,True,2026-03-22 18:47:26,REP027,West,Representative,Veeva_CRM
VEEEVT00007380,HCP1053,INT0007380,CAMP0009,DRUG003,In-Person Visit,2026-03-16 19:03:23,28,Completed,New Product Introduction,Clinical Evidence,True,2026-03-20 19:03:23,REP018,North,Representative,Veeva_CRM
VEEEVT00013905,HCP1975,INT0013905,CAMP0023,DRUG008,In-Person Visit,2026-03-16 19:44:05,49,Completed,Disease Education,Dosage,False,,REP010,West,Representative,Veeva_CRM
VEEEVT00002379,HCP0344,INT0002379,CAMP0004,DRUG002,In-Person Visit,2026-03-16 20:32:56,27,Completed,Clinical Evidence,Efficacy,False,,REP002,West,Representative,Veeva_CRM
VEEEVT00001005,HCP0146,INT0001005,CAMP0002,DRUG001,In-Person Visit,2026-03-16 21:25:04,51,Completed,Clinical Evidence,Dosage,False,,REP023,South,Representative,Veeva_CRM
VEEEVT00012571,HCP1791,INT0012571,CAMP0022,DRUG008,In-Person Visit,2026-03-16 21:51:02,37,Completed,Treatment Update,Clinical Evidence,False,,REP009,West,Representative,Veeva_CRM
VEEEVT00001183,HCP0173,INT0001183,CAMP0015,DRUG005,In-Person Visit,2026-03-16 22:05:42,26,Cancelled,Treatment Update,Efficacy,False,,REP001,West,Representative,Veeva_CRM
VEEEVT00008855,HCP1261,INT0008855,CAMP0020,DRUG007,In-Person Visit,2026-03-16 22:25:59,49,Completed,Product Discussion,Safety,False,,REP021,West,Representative,Veeva_CRM
VEEEVT00005919,HCP0847,INT0005919,CAMP0022,DRUG008,Virtual Meeting,2026-03-16 22:49:21,31,Completed,Follow-up Discussion,Product Information,True,2026-03-19 22:49:21,REP022,East,Representative,Veeva_CRM
VEEEVT00012230,HCP1742,INT0012230,CAMP0023,DRUG008,Virtual Meeting,2026-03-16 23:21:24,15,Completed,Follow-up Discussion,Patient Population,False,,REP021,North,Representative,Veeva_CRM
VEEEVT00008413,HCP1201,INT0008413,CAMP0008,DRUG003,In-Person Visit,2026-03-16 23:26:07,40,Completed,Clinical Evidence,Treatment Guidelines,False,,REP027,North,Representative,Veeva_CRM
VEEEVT00010164,HCP1451,INT0010164,CAMP0007,DRUG003,In-Person Visit,2026-03-16 23:28:56,45,Completed,Clinical Evidence,Clinical Evidence,True,2026-03-19 23:28:56,REP022,West,Representative,Veeva_CRM
VEEEVT00002880,HCP0413,INT0002880,CAMP0023,DRUG008,Phone Call,2026-03-17 00:33:19,8,Completed,Product Discussion,Patient Population,False,,REP003,North,Representative,Veeva_CRM
VEEEVT00010976,HCP1565,INT0010976,CAMP0006,DRUG002,Phone Call,2026-03-17 00:43:42,11,No Show,Disease Education,Efficacy,False,,REP027,South,Representative,Veeva_CRM
VEEEVT00002927,HCP0420,INT0002927,CAMP0014,DRUG005,Phone Call,2026-03-17 01:06:06,15,Completed,Clinical Evidence,Treatment Guidelines,True,2026-03-21 01:06:06,REP027,North,Representative,Veeva_CRM
VEEEVT00008202,HCP1170,INT0008202,CAMP0023,DRUG008,In-Person Visit,2026-03-17 01:20:33,32,Completed,Disease Education,Dosage,True,2026-03-23 01:20:33,REP006,North,Representative,Veeva_CRM
VEEEVT00010486,HCP1500,INT0010486,CAMP0010,DRUG004,Phone Call,2026-03-17 03:07:01,18,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP006,North,Representative,Veeva_CRM
VEEEVT00004704,HCP0670,INT0004704,CAMP0003,DRUG001,Phone Call,2026-03-17 03:31:17,13,Completed,Disease Education,Clinical Evidence,True,2026-03-26 03:31:17,REP028,West,Representative,Veeva_CRM
VEEEVT00008346,HCP1192,INT0008346,CAMP0016,DRUG006,In-Person Visit,2026-03-17 03:56:43,46,Completed,Disease Education,Efficacy,True,2026-03-29 03:56:43,REP023,East,Representative,Veeva_CRM
VEEEVT00000477,HCP0071,INT0000477,CAMP0019,DRUG007,Virtual Meeting,2026-03-17 04:31:10,23,Completed,Treatment Update,Safety,False,,REP013,West,Representative,Veeva_CRM
VEEEVT00000565,HCP0085,INT0000565,CAMP0014,DRUG005,In-Person Visit,2026-03-17 04:39:08,27,No Show,Product Discussion,Product Information,False,,REP024,West,Representative,Veeva_CRM
VEEEVT00008433,HCP1203,INT0008433,CAMP0019,DRUG007,In-Person Visit,2026-03-17 04:44:19,58,Completed,Treatment Update,Efficacy,False,,REP024,South,Representative,Veeva_CRM
VEEEVT00004775,HCP0683,INT0004775,CAMP0016,DRUG006,In-Person Visit,2026-03-17 05:30:42,37,Completed,Treatment Update,Efficacy,True,2026-03-27 05:30:42,REP007,South,Representative,Veeva_CRM
VEEEVT00012671,HCP1804,INT0012671,CAMP0023,DRUG008,In-Person Visit,2026-03-17 05:47:46,25,Completed,Product Discussion,Product Information,True,2026-03-26 05:47:46,REP008,East,Representative,Veeva_CRM
